wikidata_id,item,name,description,type,category,subcategory,label,wikipedia_categories,instance_of,country,country_of_origin,English_description,num_properties,num_languages,wikipedia_title,average_daily_views,word_count_en
Q1310074,http://www.wikidata.org/entity/Q1310074,Jeż Jerzy,comic by Rafał Skarżycki and Tomasz Lew Leśniak,entity,comics and anime,comics,cultural exclusive,"1996 comics debuts, anthropomorphic hedgehogs, comics about anthropomorphic hedgehogs, comics about talking animals, comics adapted into animated films, comics characters introduced in 1996, comics set in poland, erotic comics, fictional polish people, fictional hedgehogs",comics,,,comic by Rafał Skarżycki and Tomasz Lew Leśniak,5.0,6.0,Jeż Jerzy,9.0,977.0
Q667386,http://www.wikidata.org/entity/Q667386,Jhonen Vasquez,American cartoonist,entity,comics and anime,comics artist,cultural representative,"1974 births, 20th-century american male artists, 20th-century american male writers, 20th-century american screenwriters, 21st-century american male artists, 21st-century american male writers, 21st-century american screenwriters, alternative cartoonists, american artists of mexican descent, american comic strip cartoonists",human,,,American cartoonist,49.0,16.0,Jhonen Vasquez,373.0,2817.0
Q1688932,http://www.wikidata.org/entity/Q1688932,jiedushi,regional military governor function,concept,politics,politician,cultural exclusive,"government of imperial china, government of the tang dynasty, jiedushi",military position,Tang dynasty,,regional military governor function,9.0,18.0,Jiedushi,63.0,2873.0
Q10426957,http://www.wikidata.org/entity/Q10426957,Jiehua,type of Chinese painting and art genre in which rulers are used to draw buildings and other objects,concept,visual arts,painting,cultural representative,chinese painting,Chinese painting,,Jin dynasty,type of Chinese painting and art genre in which rulers are used to draw buildings and other objects,4.0,3.0,Jiehua,13.0,9723.0
Q186239,http://www.wikidata.org/entity/Q186239,Jihlava International Documentary Film Festival,annual Czech festival of creative documentary films,entity,films,film festival,cultural representative,"1997 establishments in the czech republic, annual events in the czech republic, documentary film festivals, film festivals established in 1997, film festivals in the czech republic, jihlava",film festival,Czech Republic,,annual Czech festival of creative documentary films,22.0,8.0,Ji.hlava International Documentary Film Festival,11.0,1151.0
Q23122,http://www.wikidata.org/entity/Q23122,Jiloca,"river in Aragón, Spain",entity,geography,river,cultural exclusive,"ebro basin, province of teruel, province of zaragoza, rivers of aragon, rivers of spain, tributaries of the jalón (river)",river,Spain,,"river in Aragón, Spain",23.0,16.0,Jiloca (river),5.0,1442.0
Q3178829,http://www.wikidata.org/entity/Q3178829,Jim Henson's Creature Shop,British-American animation and special effects company,entity,comics and anime,animation studio,cultural representative,"1979 establishments in england, american animation studios, animatronics companies, companies based in los angeles county, california, entertainment companies of the united kingdom, entertainment companies of the united states, mass media companies established in 1979, puppet designers, puppetry in the united states, special effects companies",animation studio,,,British-American animation and special effects company,13.0,2.0,Jim Henson's Creature Shop,194.0,1935.0
Q357776,http://www.wikidata.org/entity/Q357776,Jim Lee,"Korean American comics artist, writer and publisher",entity,comics and anime,comics artist,cultural representative,"1964 births, 21st-century american publishers (people), american bloggers, american business executives, american comics artists, american comics writers, american writers of korean descent, artists from ohio, artists from seoul, artists from st. louis",human,,,"Korean American comics artist, writer and publisher",81.0,27.0,Jim Lee,501.0,1932.0
Q1389721,http://www.wikidata.org/entity/Q1389721,Jim Poole,badminton player (1932–2021),entity,sports,athlete,cultural agnostic,"1932 births, 2021 deaths, 20th-century american sportsmen, american male badminton players, nfl officials",human,,,badminton player (1932–2021),31.0,6.0,James Richard Poole,7.0,877.0
Q6199412,http://www.wikidata.org/entity/Q6199412,Jimmie T. Roberts,American Christian preacher (1939-2015),entity,philosophy and religion,religious leader,cultural exclusive,"1939 births, 2015 deaths, american religious biography stubs, christian biography stubs, founders of new religious movements, people from paris, tennessee",human,,,American Christian preacher (1939-2015),19.0,2.0,Jimmie T. Roberts,14.0,414.0
Q431464,http://www.wikidata.org/entity/Q431464,Jingle Belle,Fictional character created by Paul Dini,entity,comics and anime,comics,cultural exclusive,"christmas characters, comics by paul dini, dark horse comics titles, fictional elves, oni press titles, top cow characters, top cow titles",comics,,,Fictional character created by Paul Dini,3.0,2.0,Jingle Belle,16.0,2868.0
Q1435834,http://www.wikidata.org/entity/Q1435834,Jiří Bubla,Czech ice hockey player,entity,sports,athlete,cultural exclusive,"1950 births, czech expatriate ice hockey players in canada, czech ice hockey defencemen, czech prisoners and detainees, czechoslovak expatriate ice hockey people, czechoslovak expatriate sportspeople in canada, czechoslovak ice hockey defencemen, drug traffickers, hc litvínov players, hc sparta praha players",human,,,Czech ice hockey player,47.0,14.0,Jiří Bubla,18.0,834.0
Q64579,http://www.wikidata.org/entity/Q64579,Jiří Gruša,"Czech diplomat, poet and writer (1938-2011)",entity,philosophy and religion,philosopher,cultural exclusive,"1938 births, 2011 deaths, 20th-century czech poets, ambassadors of czechoslovakia to germany, ambassadors of the czech republic to austria, ambassadors of the czech republic to germany, charles university alumni, charter 77 signatories, civic democratic party (czech republic) government ministers, czech diplomats",human,,,"Czech diplomat, poet and writer (1938-2011)",85.0,16.0,Jiří Gruša,8.0,694.0
Q27660,http://www.wikidata.org/entity/Q27660,Jizan,"capital of Jizan Province, Saudi Arabia",entity,geography,geographic location,cultural exclusive,"cities in saudi arabia, populated coastal places in saudi arabia, populated places in jizan province, port cities and towns in saudi arabia, port cities and towns of the red sea, provincial capitals of saudi arabia",big city,Saudi Arabia,,"capital of Jizan Province, Saudi Arabia",32.0,45.0,Jizan,210.0,1414.0
Q88791,http://www.wikidata.org/entity/Q88791,Joachim Daniel von Jauch,German general (1688-1754),entity,architecture,architect,cultural exclusive,"1688 births, 1754 deaths, generals of the polish–lithuanian commonwealth, german baroque architects, jauch family, people from güstrow, polish baroque architects, saxon generals",human,,,German general (1688-1754),32.0,7.0,Joachim Daniel von Jauch,5.0,695.0
Q71620,http://www.wikidata.org/entity/Q71620,Joachim Ritter,German philosopher (1903-1974),entity,history,historian,cultural exclusive,"20th-century german philosophers, aristotelian philosophers, german philosophers of art, german philosophers of history, german political philosophers, hegelian philosophers, hermeneutists, university of hamburg alumni",human,,,German philosopher (1903-1974),76.0,11.0,Joachim Ritter,22.0,1496.0
Q94200,http://www.wikidata.org/entity/Q94200,Joan Maragall Archive,archive,entity,history,archive,cultural exclusive,libraries in barcelona,library,Spain,,archive,17.0,3.0,Joan Maragall Archive,4.0,690.0
Q152384,http://www.wikidata.org/entity/Q152384,Joan Miró,"Spanish painter, sculptor, and ceramicist (1893–1983)",entity,visual arts,artist,cultural representative,"1893 births, 1983 deaths, 20th-century catalan painters, 20th-century spanish painters, 20th-century spanish sculptors, 20th-century male artists, abstract painters, burials at montjuïc cemetery, dada, french stamp designers",human,,,"Spanish painter, sculptor, and ceramicist (1893–1983)",267.0,103.0,Joan Miró,845.0,7483.0
Q560978,http://www.wikidata.org/entity/Q560978,Joaquín Cortés,Spanish dancer,entity,performing arts,choreographer,cultural representative,"1969 births, 20th-century spanish male actors, 21st-century spanish male actors, act music artists, calé people, living people, masked singer winners, people from córdoba, spain, romani dancers, romani flamenco dancers",human,,,Spanish dancer,61.0,28.0,Joaquín Cortés,49.0,821.0
Q6279,http://www.wikidata.org/entity/Q6279,Joe Biden,46th President of the United States (2021–2025),entity,literature,writer,cultural representative,"1942 births, 2008 united states vice-presidential candidates, 2012 united states vice-presidential candidates, 20th-century american lawyers, 20th-century delaware politicians, 20th-century roman catholics, 20th-century united states senators, 21st-century american memoirists, 21st-century american non-fiction writers, 21st-century american politicians",human,,,46th President of the United States (2021–2025),294.0,273.0,Joe Biden,38677.0,6723.0
Q19200,http://www.wikidata.org/entity/Q19200,Joe Hahn,American musician,entity,films,film director,cultural representative,"1977 births, 20th-century american musicians, 21st-century american musicians, alternative metal musicians, american heavy metal musicians, american hip-hop djs, american music video directors, american musicians of korean descent, american special effects people, artists from glendale, california",human,,,American musician,52.0,45.0,Joe Hahn,704.0,1756.0
Q6215523,http://www.wikidata.org/entity/Q6215523,Johane Maranke,African religious prophet and founder of the Apostolic Church of John Maranke,entity,philosophy and religion,religious leader,cultural exclusive,"1912 births, 1963 deaths, zimbabwean christians",human,,,African religious prophet and founder of the Apostolic Church of John Maranke,15.0,2.0,Johane Maranke,30.0,703.0
Q63777,http://www.wikidata.org/entity/Q63777,Johann Beringer,German physician and philosopher,entity,philosophy and religion,philosopher,cultural exclusive,"1670 births, 1738 deaths, 18th-century german physicians, academic staff of the university of würzburg, german scientist stubs",human,,,German physician and philosopher,53.0,13.0,Johann Beringer,7.0,470.0
Q66033,http://www.wikidata.org/entity/Q66033,Johann Bernhard Bach the younger,German composer and organist; nephew of Johann Sebastian Bach,entity,music,musician,cultural exclusive,"1700 births, 1743 deaths, 18th-century german composers, 18th-century german male musicians, 18th-century classical composers, 18th-century keyboardists, bach family, german baroque composers, german classical organists, german male composers",human,,,German composer and organist; nephew of Johann Sebastian Bach,34.0,9.0,Johann Bernhard Bach the Younger,6.0,343.0
